"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54"
0.00274502586877219,0.00242146071939652,0.00296995058504979,0.00320534282205595,0.00513801574534388,0.00204654000449225,0.00250737711927449,0.00270875859281856,0.00316643948767323,0.00281306624769941,0.00191367582839536,0.00230441661399411,0.00283816819339408,0.00500382794457089,0.00362438117025786,0.00329336002973893,0.00257102909014079,0.00218794943324856,0.00642605688695082,0.00631015050752882,0.00814504678061349,0.00431383327210541,0.00732523998706439,0.00613026625744594,0.0071205745085662,0.00481510347368378,0.0101019426759218,0.00792770960175243,0.0060657463019324,0.0105790239975663,0.00471194577441859,0.00454950758425122,0.00423686616697246,0.00488462805061176,0.00245565270726884,0.00386260641728153,0.00373917808439703,0.00373746691508764,0.00506793850478029,0.00410196720237506,0.00628521413731688,0.00461852122754033,0.00292721298994925,0.00251914704780172,0.00324956964868195,0.00264239373738189,0.00209178821795504,0.0028446243171337,0.00209033767026195,0.00410912445794798,0.00218938068998648,0.00142792240500418,0.00167671749478215,0.00211679569808238
0.00757144029675894,0.00587361447811112,0.00994965985278158,0.00749204729959463,0.00726291277386668,0.00888529275396454,0.00933492127880634,0.00862904461915267,0.0111559617720833,0.00972980907961791,0.00861272208606361,0.0109806240189146,0.0119364045633453,0.01702293890378,0.014439111122151,0.0127338489351264,0.0156869711194176,0.013378854714105,0.00606082372972535,0.00494094012094441,0.00573014492983655,0.00671460692774662,0.00674186247185162,0.00683902957415628,0.00786218965690537,0.00638534402748886,0.00851993987741681,0.00967383198906157,0.00539996269052821,0.0084536432939403,0.0109393993521223,0.0119153573847475,0.0106746406040429,0.0116926706496855,0.0101003597492894,0.0108174905386906,0.00387491397175699,0.00638813545697767,0.00726934730524426,0.00382029841395857,0.00857225833073047,0.00780190281335875,0.00929250227159318,0.0045186765705544,0.0078922668588704,0.00730084085216834,0.00417899208699885,0.00881479188696243,0.00788722064556958,0.00738820831985217,0.00654335224700541,0.00914261588731016,0.00549623387117014,0.00806917967385898
0.00304127097160526,0.00196338627955906,0.0021802630374542,0.00287247345432409,0.00422810598143429,0.00170377980635323,0.00109430776977088,0.00171194430765179,0.00216335933786361,0.00239172848044732,0.00242866904796796,0.00223404850121319,0.00103030471245505,0.00353774939741744,0.00224048291221184,0.00183232414724731,0.000864343751556964,0.000780865045289365,0.00193000523382269,0.00365061012425201,0.00473887987819616,0.00158417922473346,0.00433178699594004,0.00281315567929913,0.00383369636161337,0.001990672073493,0.0045749123024843,0.00399674931149052,0.00292564627570609,0.00548634637341409,0.00223441660979308,0.00400792226030514,0.00174502736430661,0.00208477668115865,0.00231593547885851,0.00217445577378055,0.00172059434508585,0.0030690051304357,0.00211713925184673,0.00149261036760878,0.00457957636403241,0.0019227069845233,0.00206032048783836,0.00168252762390399,0.00347468671584765,0.00265413129129655,0.00141708159926932,0.00276587857686991,0.00091383349291235,0.00307962783122992,0.00110850236081128,0.00128639256776874,0.00159004152411544,0.00123341067215569
0.00157912445880094,0.00212526213023781,0.001877769485292,0.00203126230314794,0.00288923316309594,0.0017938794080944,0.00823230597440476,0.00346188212789959,0.00623333080350465,0.0101215459138405,0.00444286333885536,0.00619085128803725,0.0141966398613057,0.011348671533902,0.0131630427669104,0.014053723213542,0.0119659022583505,0.0115374611852766,0.00289747341365735,0.0035603375370562,0.00280625279339906,0.00293864504597063,0.00394444667531666,0.00304265030066302,0.00438584179523635,0.00472662519363962,0.00336379419276365,0.00454205735520073,0.00571709791001105,0.00391308761302967,0.0120271936654764,0.00938826121506144,0.00942637314818303,0.0116731518037659,0.0103240238184853,0.0093358775387996,0.00886543960539852,0.00779325846091767,0.0077470479428918,0.00940246740454551,0.00887879004392911,0.00751663104197133,0.00958910814065968,0.00526768907997157,0.00520352989692859,0.010715349785095,0.00498466211618511,0.00645811698715386,0.00728591548859757,0.00686037147335145,0.00829541362076674,0.00665288485306743,0.00674850326195855,0.00915468047417897
0.00278432514164059,0.00217389086572586,0.00397030776412075,0.00407404050749187,0.00313899991079962,0.00422601352209487,0.00596184357221939,0.00771366384673598,0.00600457612216994,0.00586419476770564,0.00797186300804947,0.0076837836277332,0.00858275464503688,0.0133853578236072,0.00928197702487577,0.009472741610371,0.0143487835698297,0.00849945188805986,0.00734057509823368,0.00588042185339544,0.00676661011803836,0.00786517295788381,0.00754681755116631,0.0067874610457257,0.00886637681902084,0.00798935882326977,0.0104467231098419,0.0093049893106732,0.00699855688882267,0.00930316571962124,0.007872868039248,0.0101777652404366,0.00621058143835663,0.00795379243031202,0.0124831720973618,0.00748865686269147,0.00369415294550843,0.00145523916656787,0.00281059282573448,0.00320301987044774,0.00279858523451009,0.0042942820924237,0.00797293215159055,0.00467945105619609,0.00926426565221757,0.00673013549368816,0.00513613017431141,0.00892139966382437,0.00965218811268048,0.00918744278621965,0.00726076479988414,0.0103621723821654,0.0100188010872782,0.00815830493188435
0.00247897917142644,0.00186025564876593,0.00292104178563975,0.00343837730006845,0.00245923679940623,0.00140823584136364,0.00298955082364108,0.00293667140480396,0.00146381609256173,0.00563341375383618,0.00211398774986689,0.00157630549162825,0.0044512296429729,0.00554041642741829,0.00434149420911426,0.00496742493389035,0.00463545218780373,0.00345778594915437,0.00348448922819605,0.00356647343856317,0.00478905066406463,0.00309845770073324,0.00482294371536192,0.00493226341315239,0.00303097719590518,0.0024065408204558,0.00293857974704419,0.00331052368206524,0.00217866151491565,0.00245773092044375,0.00265119498997788,0.00487520580240277,0.00219052935989541,0.00299419034031998,0.00400174421808329,0.00225010180638418,0.00144114049098996,0.00134959765008272,0.000984790537681563,0.000921015649176485,0.00235117259817312,0.00147079626898227,0.00143237250145786,0.00288204995524234,0.00111177812256111,0.00119978096556876,0.00321422678209951,0.00272422204155027,0.00252523356051079,0.00819002210525288,0.00363991414672043,0.00223684346767701,0.0067695522087815,0.0038217042958754
0.0108310771601333,0.0148882517033554,0.0128515490177402,0.011472040797653,0.0174464503898017,0.0120217095392273,0.0122199026443499,0.0120872374221112,0.0114201658545073,0.0125011787870737,0.0127690502984032,0.0101145177102477,0.0125518420429819,0.0126069149768779,0.0113403945287882,0.0125235544885954,0.0114502317548905,0.00920886687245321,0.0112717260899635,0.0132848779944962,0.0119288394602873,0.0108657775578117,0.0153888415545182,0.0116281718134307,0.0096051779225531,0.00863515725422201,0.00843099722137694,0.00909239879299556,0.00849968058937168,0.00946305287101732,0.0120432127832206,0.0124636458536415,0.0106078832244811,0.0120030325628561,0.0113010271595306,0.0107625776282047,0.00982375736866136,0.0116967735036815,0.00870097447952547,0.00992788559278073,0.013715156596271,0.00947795866257949,0.0103820203609501,0.0104869221772144,0.0112105725481305,0.010095952660912,0.0105705642550144,0.0102945920457339,0.0122487481609023,0.0140361250074455,0.0110355770325385,0.0116094806731984,0.0127860357932359,0.0110798508063415
0.00602257963716503,0.00946300073741192,0.00141291522180208,0.00490373493064492,0.00748125953400082,0.00129017526491008,0.00839247893243943,0.00103061051742728,0.00152501355584039,0.00580242943264951,0.00124720791595301,0.00105300397183817,0.00593891995155323,0.0103896316592519,0.0023226338984263,0.00694367451961624,0.0118568729177779,0.00439065846347024,0.000785585940857634,0.0115561496384658,0.00142671266473896,0.00247798145259879,0.00901628764260828,0.00151928018419572,0.00260070229623783,0.0054436315015461,0.00427750133790206,0.00451864891933945,0.00437645145775088,0.00370172075040625,0.00134829010977227,0.0104149266637929,0.00252845823228693,0.00214282732488895,0.0120056260271218,0.00222586095820774,0.00256574180587401,0.00939151345893482,0.00224174395560188,0.00551265506504262,0.00633105521047514,0.00101142765152909,0.00265068392442418,0.000932527536649337,0.00254314963727221,0.0062748650272851,0.000913162348822361,0.00209126205742729,0.00170221875983156,0.00884016587940452,0.00307928345366717,0.00474257740085888,0.0119221056619347,0.00162788676763879
0.000405631929580717,0.000716245198596108,0.000794374274926494,0.00121577826920576,0.00155170109782605,0.000508368883017817,0.000694376789618668,0.0015900235877545,0.00124510929823441,0.00137056817967266,0.00307242390809866,0.000662494316872465,0.00189778397315408,0.0033354768341582,0.00198212528842944,0.0021377275207669,0.00162641659497698,0.00164653261463773,0.00181209433659577,0.00351575550752508,0.00241631454156313,0.00237654399709391,0.00553056100644016,0.00213292061854949,0.00248109429883105,0.00410442155066245,0.0052053292199333,0.00255136045813513,0.00370088737047948,0.00458946769697266,0.00169444121152711,0.0034198674169051,0.00135577667636153,0.00140680787654838,0.00264724112654706,0.00148643062456807,0.00478493423721544,0.00293615210898821,0.00155472755775044,0.00650287191100244,0.00475820615646921,0.00241707384867281,0.00721581353878632,0.00447768820242441,0.00343136349591386,0.00721634921368179,0.00316858654567421,0.00397257941102836,0.00307999237703962,0.00463602762244359,0.00200907034855445,0.00322124430667594,0.00449645996941041,0.00169327021172451
0.00173603047571055,0.00166523554246857,0.00307307304132393,0.00167930438969793,0.00224824104993034,0.00244085819022149,0.00174105826701915,0.00283855169404899,0.00172476889469948,0.0028788750500017,0.0022836244718932,0.00114950636343522,0.00252159282632851,0.00438613479109234,0.00226998409156191,0.00295420258351556,0.0038743281874631,0.00228687324568902,0.00113035094260777,0.00137263511968778,0.00296913908386906,0.00155785898391133,0.00234973254966822,0.00137193763933585,0.00241266527309382,0.00349501068029467,0.00314823336911003,0.00294832966197766,0.00264473898380343,0.00243931600511172,0.00236007103757728,0.00337112703919892,0.00257661371898012,0.00296186607328108,0.00282237921222656,0.00272085531923762,0.000608872682865618,0.000875302405656767,0.000475798214308488,0.000907194329901244,0.00318261975838715,0.000556373379365093,0.000713757446047084,0.000553205628327014,0.000941539739558056,0.00119440055544885,0.00050436829928345,0.000358247182131755,0.00154809450411204,0.00417097496880631,0.00371504237661885,0.00154487853675778,0.00220753396113871,0.00158185080799196
