"","1","2","3","4","5","6","7","8","9","10"
"1",0.000351379990007632,0.000410880105185307,0.000364256820229673,0.000308992397349851,0.000418457596296909,0.000316995854669593,0.000299355388064368,0.000378976947109608,0.000370835235052487,0.000397311525345164
"2",0.000878449975019079,0.00164352042074123,0.000718927934663829,0.00160604187924865,0.000614771036534964,0.00160936356986101,0.00150342928227883,0.00122936424306287,0.00148334094020995,0.00179452372280899
"3",0.000181180307347685,0.000271180869422303,0.00016774985142156,4.67081530877682e-05,0.00040812530996859,4.87685930260912e-05,8.64804454408174e-05,9.24334017340506e-05,2.85257873117298e-05,9.93278813362911e-05
"4",0.000472166861572755,0.00068206097460761,0.000570349494833305,0.00110303099984191,0.000604438750206646,0.00087173860034138,0.000578753750257778,0.0010907141404618,0.000912825193975354,0.000980035095851406
"5",0.000752172791110086,0.000912153833511381,0.000920227756369701,0.00122519078484069,0.000986733344354439,0.00107290904657401,0.00116415984247254,0.000942820697687316,0.001055454130534,0.00117206899976823
"6",0.000549031234386924,0.000460185717807544,0.00054638523034451,0.000251505439703367,0.00065093403868408,0.000286515484028286,0.000292703046107382,0.000138650102601076,0.000228206298493838,0.000304605502764626
"7",0.000889430599706817,0.00166817322705235,0.000244435497785702,0.00201563645247984,0.00024280872871549,0.00187149475737625,0.000651929511784624,0.000942820697687316,0.00114103149246919,0.00208588550806211
"8",6.03934357825617e-05,0.000139699235763004,0.000110235616648454,6.46728273522944e-05,0.000237642585551331,6.70568154108754e-05,8.64804454408174e-05,8.31900615606456e-05,8.55773619351894e-05,5.95967288017747e-05
"9",0.000181180307347685,0.00010682882734818,0.000244435497785702,0.000147310328969115,0.00024797487187965,0.000152401853206535,0.000226179626537523,0.000221840164161721,2.85257873117298e-05,0.000185412045161077
"10",8.23546851580386e-05,3.28704084148246e-05,0.000258814056478979,0.00021198315632141,0.000263473301372128,0.000115825408436967,0.000159656206967663,0.000277300205202152,5.70515746234596e-05,0.000105949740092044
"11",0.00157571964269047,0.000994329854548443,0.000877092080289872,0.00112458860895934,0.00157567366506861,0.00131675201170446,0.000898066164193104,0.000850387295953266,0.000998402555910543,0.00115220342350098
"12",0.000494128110948232,0.000977894650341031,0.000623070876708652,0.00101320762851928,0.000511448173251777,0.00113386978785662,0.000751714641139413,0.00111844416098201,0.000827247832040164,0.00100652253087442
"13",0.000549031234386924,0.000476620922014956,0.000647035141197446,0.000520975553671261,0.000764589188295586,0.000633991709339186,0.000472316278946003,0.000841143955779861,0.000627567320858056,0.000344336655299142
